MM: DD: YYYY hh: mm: ss, Seconds, filename, calibration factor, output_value, lux, range, grams, mouseIn, tareCount, batteryLevel
10 / 22 / 2021 16: 04: 32, 588.32, scale053.txt, -4320.00, 0.00, 1.47, 255, 0.07, 4, 17, 4.18
10 / 22 / 2021 16: 04: 33, 589.07, scale053.txt, -4320.00, 0.00, 1.54, 193, 0.13, 4, 17, 4.18
10 / 22 / 2021 16: 04: 34, 589.82, scale053.txt, -4320.00, 0.00, 1.54, 194, 0.22, 4, 17, 4.18
10 / 22 / 2021 16: 04: 34, 590.57, scale053.txt, -4320.00, 0.00, 1.47, 195, 0.36, 4, 17, 4.18
10 / 22 / 2021 16: 04: 35, 591.33, scale053.txt, -4320.00, 0.00, 1.54, 197, 0.21, 4, 17, 4.18
10 / 22 / 2021 16: 04: 36, 592.08, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.13, 4, 17, 4.18
10 / 22 / 2021 16: 04: 37, 592.83, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.12, 4, 17, 4.18
10 / 22 / 2021 16: 04: 37, 593.60, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.14, 4, 17, 4.18
10 / 22 / 2021 16: 04: 38, 594.35, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.18, 4, 17, 4.18
10 / 22 / 2021 16: 04: 39, 595.10, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.56, 4, 17, 4.18
10 / 22 / 2021 16: 04: 40, 595.85, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 4, 17, 4.18
10 / 22 / 2021 16: 04: 40, 596.60, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.21, 4, 17, 4.18
10 / 22 / 2021 16: 04: 41, 597.35, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.16, 4, 17, 4.18
10 / 22 / 2021 16: 04: 42, 598.10, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.22, 4, 17, 4.18
10 / 22 / 2021 16: 04: 43, 598.85, scale053.txt, -4320.00, 0.00, 1.47, 192, 0.31, 4, 17, 4.18
10 / 22 / 2021 16: 04: 43, 599.60, scale053.txt, -4320.00, 0.00, 1.34, 191, 0.32, 4, 17, 4.18
10 / 22 / 2021 16: 04: 44, 600.35, scale053.txt, -4320.00, 0.00, 1.54, 197, 0.20, 4, 17, 4.18
10 / 22 / 2021 16: 04: 45, 601.10, scale053.txt, -4320.00, 0.00, 1.54, 197, 0.15, 4, 17, 4.18
10 / 22 / 2021 16: 04: 46, 601.85, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.16, 4, 17, 4.18
10 / 22 / 2021 16: 04: 46, 602.60, scale053.txt, -4320.00, 0.00, 1.54, 195, 0.15, 4, 17, 4.18
10 / 22 / 2021 16: 04: 47, 603.36, scale053.txt, -4320.00, 0.00, 1.54, 196, 0.17, 4, 17, 4.18
10 / 22 / 2021 16: 04: 48, 604.11, scale053.txt, -4320.00, 0.00, 1.54, 197, 0.18, 4, 17, 4.18
10 / 22 / 2021 16: 04: 49, 604.86, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.18, 4, 17, 4.18
10 / 22 / 2021 16: 04: 49, 605.61, scale053.txt, -4320.00, 0.00, 1.54, 197, 0.22, 4, 17, 4.17
10 / 22 / 2021 16: 04: 50, 606.36, scale053.txt, -4320.00, 0.00, 1.54, 192, 0.21, 4, 17, 4.18
10 / 22 / 2021 16: 04: 51, 607.11, scale053.txt, -4320.00, 0.00, 1.47, 197, 0.19, 4, 17, 4.18
10 / 22 / 2021 16: 04: 52, 607.86, scale053.txt, -4320.00, 0.00, 1.47, 192, 0.28, 4, 17, 4.18
10 / 22 / 2021 16: 04: 52, 608.61, scale053.txt, -4320.00, 0.00, 1.54, 193, 0.27, 4, 17, 4.18
10 / 22 / 2021 16: 04: 53, 609.36, scale053.txt, -4320.00, 0.00, 1.54, 195, 0.22, 4, 17, 4.18
10 / 22 / 2021 16: 04: 54, 610.21, scale053.txt, -4320.00, 0.00, 1.54, 198, 0.18, 4, 18, 4.18
10 / 22 / 2021 16: 04: 55, 610.97, scale053.txt, -4320.00, 0.00, 1.54, 198, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 04: 56, 611.72, scale053.txt, -4320.00, 0.00, 1.54, 195, 0.01, 4, 18, 4.18
10 / 22 / 2021 16: 04: 56, 612.47, scale053.txt, -4320.00, 0.00, 1.54, 198, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 04: 57, 613.22, scale053.txt, -4320.00, 0.00, 1.54, 196, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 04: 58, 613.97, scale053.txt, -4320.00, 0.00, 1.54, 196, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 04: 59, 614.72, scale053.txt, -4320.00, 0.00, 1.41, 195, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 04: 59, 615.48, scale053.txt, -4320.00, 0.00, 1.47, 198, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 00, 616.23, scale053.txt, -4320.00, 0.00, 1.54, 199, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 01, 616.98, scale053.txt, -4320.00, 0.00, 1.47, 197, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 02, 617.73, scale053.txt, -4320.00, 0.00, 1.47, 197, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 02, 618.48, scale053.txt, -4320.00, 0.00, 1.54, 197, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 03, 619.23, scale053.txt, -4320.00, 0.00, 1.54, 197, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 04, 619.98, scale053.txt, -4320.00, 0.00, 1.54, 198, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 05, 620.73, scale053.txt, -4320.00, 0.00, 1.54, 255, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 05, 621.49, scale053.txt, -4320.00, 0.00, 1.54, 198, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 06, 622.24, scale053.txt, -4320.00, 0.00, 1.47, 199, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 07, 622.99, scale053.txt, -4320.00, 0.00, 1.54, 198, 0.06, 4, 18, 4.18
10 / 22 / 2021 16: 05: 08, 623.74, scale053.txt, -4320.00, 0.00, 1.54, 198, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 08, 624.49, scale053.txt, -4320.00, 0.00, 1.54, 197, 0.06, 4, 18, 4.18
10 / 22 / 2021 16: 05: 09, 625.24, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.01, 4, 18, 4.18
10 / 22 / 2021 16: 05: 10, 625.99, scale053.txt, -4320.00, 0.00, 1.60, 198, 0.03, 4, 18, 4.18
10 / 22 / 2021 16: 05: 11, 626.74, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.03, 4, 18, 4.18
10 / 22 / 2021 16: 05: 11, 627.50, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 12, 628.25, scale053.txt, -4320.00, 0.00, 1.60, 198, 0.04, 4, 18, 4.18
10 / 22 / 2021 16: 05: 13, 629.00, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 14, 629.75, scale053.txt, -4320.00, 0.00, 1.60, 199, 0.05, 4, 18, 4.18
10 / 22 / 2021 16: 05: 14, 630.50, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 15, 631.26, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 16, 632.01, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 17, 632.76, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 17, 633.51, scale053.txt, -4320.00, 0.00, 1.60, 198, 0.04, 4, 18, 4.18
10 / 22 / 2021 16: 05: 18, 634.26, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 19, 635.01, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 20, 635.76, scale053.txt, -4320.00, 0.00, 1.54, 194, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 20, 636.51, scale053.txt, -4320.00, 0.00, 1.47, 195, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 21, 637.32, scale053.txt, -4320.00, 0.00, 1.47, 191, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 22, 638.08, scale053.txt, -4320.00, 0.00, 1.47, 197, 0.01, 4, 18, 4.18
10 / 22 / 2021 16: 05: 23, 638.83, scale053.txt, -4320.00, 0.00, 1.60, 199, 0.00, 4, 18, 4.18
10 / 22 / 2021 16: 05: 23, 639.58, scale053.txt, -4320.00, 0.00, 1.60, 199, 0.01, 4, 18, 4.18
10 / 22 / 2021 16: 05: 24, 640.44, scale053.txt, -4320.00, 0.00, 1.60, 199, 0.00, 4, 19, 4.17
10 / 22 / 2021 16: 05: 25, 641.19, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 4, 19, 4.18
10 / 22 / 2021 16: 05: 26, 641.94, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.04, 4, 19, 4.18
10 / 22 / 2021 16: 05: 27, 642.69, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.05, 4, 19, 4.18
10 / 22 / 2021 16: 05: 27, 643.44, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.10, 4, 19, 4.18
10 / 22 / 2021 16: 05: 28, 644.20, scale053.txt, -4320.00, 0.00, 1.60, 200, 0.01, 4, 19, 4.18
10 / 22 / 2021 16: 05: 29, 644.95, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.07, 4, 19, 4.18
10 / 22 / 2021 16: 05: 30, 645.70, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.02, 4, 19, 4.18
10 / 22 / 2021 16: 05: 30, 646.45, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.06, 4, 19, 4.18
10 / 22 / 2021 16: 05: 31, 647.20, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.06, 4, 19, 4.18
10 / 22 / 2021 16: 05: 32, 647.96, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.06, 4, 19, 4.18
10 / 22 / 2021 16: 05: 33, 648.71, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.06, 4, 19, 4.18
10 / 22 / 2021 16: 05: 33, 649.46, scale053.txt, -4320.00, 0.00, 1.47, 189, 0.09, 4, 19, 4.18
10 / 22 / 2021 16: 05: 34, 650.21, scale053.txt, -4320.00, 0.00, 1.47, 193, 0.07, 4, 19, 4.18
10 / 22 / 2021 16: 05: 35, 650.96, scale053.txt, -4320.00, 0.00, 1.47, 192, 0.06, 4, 19, 4.18
10 / 22 / 2021 16: 05: 36, 651.72, scale053.txt, -4320.00, 163.00, 1.22, 128, 8.11, 4, 19, 4.18
10 / 22 / 2021 16: 05: 36, 652.47, scale053.txt, -4320.00, 511.00, 0.38, 86, 25.92, 5, 19, 4.18
10 / 22 / 2021 16: 05: 37, 653.22, scale053.txt, -4320.00, 511.00, 0.19, 42, 25.33, 5, 19, 4.18
10 / 22 / 2021 16: 05: 38, 653.97, scale053.txt, -4320.00, 491.00, 0.26, 61, 24.83, 5, 19, 4.18
10 / 22 / 2021 16: 05: 39, 654.72, scale053.txt, -4320.00, 450.00, 0.19, 34, 22.57, 5, 19, 4.18
10 / 22 / 2021 16: 05: 39, 655.47, scale053.txt, -4320.00, 491.00, 0.19, 44, 24.05, 5, 19, 4.18
10 / 22 / 2021 16: 05: 40, 656.22, scale053.txt, -4320.00, 450.00, 0.19, 26, 22.28, 5, 19, 4.18
10 / 22 / 2021 16: 05: 41, 656.97, scale053.txt, -4320.00, 429.00, 0.00, 10, 21.13, 5, 19, 4.18
10 / 22 / 2021 16: 05: 42, 657.72, scale053.txt, -4320.00, 450.00, 0.13, 25, 22.33, 5, 19, 4.18
10 / 22 / 2021 16: 05: 42, 658.47, scale053.txt, -4320.00, 409.00, 0.19, 18, 20.33, 5, 19, 4.18
10 / 22 / 2021 16: 05: 43, 659.22, scale053.txt, -4320.00, 450.00, 0.06, 18, 22.07, 5, 19, 4.18
10 / 22 / 2021 16: 05: 44, 659.99, scale053.txt, -4320.00, 450.00, 0.06, 25, 22.58, 5, 19, 4.18
10 / 22 / 2021 16: 05: 45, 660.74, scale053.txt, -4320.00, 389.00, 0.06, 24, 19.71, 5, 19, 4.18
10 / 22 / 2021 16: 05: 45, 661.48, scale053.txt, -4320.00, 429.00, 0.06, 20, 21.24, 5, 19, 4.18
10 / 22 / 2021 16: 05: 46, 662.23, scale053.txt, -4320.00, 429.00, 0.06, 20, 21.30, 5, 19, 4.18
10 / 22 / 2021 16: 05: 47, 662.98, scale053.txt, -4320.00, 409.00, 0.06, 25, 20.59, 5, 19, 4.18
10 / 22 / 2021 16: 05: 48, 663.74, scale053.txt, -4320.00, 429.00, 0.06, 23, 21.25, 5, 19, 4.18
10 / 22 / 2021 16: 05: 48, 664.49, scale053.txt, -4320.00, 429.00, 0.06, 23, 21.55, 5, 19, 4.18
10 / 22 / 2021 16: 05: 49, 665.24, scale053.txt, -4320.00, 409.00, 0.06, 21, 20.39, 5, 19, 4.18
10 / 22 / 2021 16: 05: 50, 665.99, scale053.txt, -4320.00, 429.00, 0.06, 26, 21.20, 5, 19, 4.18
10 / 22 / 2021 16: 05: 51, 666.74, scale053.txt, -4320.00, 389.00, 0.06, 23, 20.00, 5, 19, 4.18
10 / 22 / 2021 16: 05: 51, 667.49, scale053.txt, -4320.00, 429.00, 0.06, 10, 21.84, 5, 19, 4.18
10 / 22 / 2021 16: 05: 52, 668.24, scale053.txt, -4320.00, 389.00, 0.06, 20, 19.73, 5, 19, 4.18
10 / 22 / 2021 16: 05: 53, 668.99, scale053.txt, -4320.00, 409.00, 0.06, 24, 20.03, 5, 19, 4.18
10 / 22 / 2021 16: 05: 54, 669.74, scale053.txt, -4320.00, 409.00, 0.13, 18, 20.89, 5, 19, 4.18
10 / 22 / 2021 16: 05: 54, 670.49, scale053.txt, -4320.00, 409.00, 0.13, 23, 20.15, 5, 19, 4.18
10 / 22 / 2021 16: 05: 55, 671.24, scale053.txt, -4320.00, 409.00, 0.06, 12, 20.50, 5, 19, 4.17
10 / 22 / 2021 16: 05: 56, 671.99, scale053.txt, -4320.00, 429.00, 0.00, 8, 21.06, 5, 19, 4.18
10 / 22 / 2021 16: 05: 57, 672.74, scale053.txt, -4320.00, 450.00, 0.06, 21, 22.60, 5, 19, 4.18
10 / 22 / 2021 16: 05: 57, 673.49, scale053.txt, -4320.00, 429.00, 0.00, 9, 21.34, 5, 19, 4.18
10 / 22 / 2021 16: 05: 58, 674.24, scale053.txt, -4320.00, 389.00, 0.00, 13, 19.53, 5, 19, 4.18
10 / 22 / 2021 16: 05: 59, 674.99, scale053.txt, -4320.00, 450.00, 0.00, 18, 22.76, 5, 19, 4.18
10 / 22 / 2021 16: 06: 00, 675.75, scale053.txt, -4320.00, 450.00, 0.13, 24, 22.85, 5, 19, 4.18
10 / 22 / 2021 16: 06: 00, 676.50, scale053.txt, -4320.00, 491.00, 0.06, 19, 24.72, 5, 19, 4.18
10 / 22 / 2021 16: 06: 01, 677.25, scale053.txt, -4320.00, 470.00, 0.26, 75, 23.98, 5, 19, 4.18
10 / 22 / 2021 16: 06: 02, 678.00, scale053.txt, -4320.00, 450.00, 0.19, 42, 22.77, 5, 19, 4.18
10 / 22 / 2021 16: 06: 03, 678.75, scale053.txt, -4320.00, 450.00, 0.13, 55, 22.75, 5, 19, 4.18
10 / 22 / 2021 16: 06: 03, 679.50, scale053.txt, -4320.00, 511.00, 0.13, 43, 25.57, 5, 19, 4.18
10 / 22 / 2021 16: 06: 04, 680.25, scale053.txt, -4320.00, 491.00, 0.13, 41, 24.45, 5, 19, 4.18
10 / 22 / 2021 16: 06: 05, 681.01, scale053.txt, -4320.00, 409.00, 0.06, 32, 20.65, 5, 19, 4.18
10 / 22 / 2021 16: 06: 06, 681.77, scale053.txt, -4320.00, 470.00, 0.06, 32, 23.18, 5, 19, 4.18
10 / 22 / 2021 16: 06: 06, 682.52, scale053.txt, -4320.00, 409.00, 0.13, 39, 20.84, 5, 19, 4.18
10 / 22 / 2021 16: 06: 07, 683.27, scale053.txt, -4320.00, 450.00, 0.13, 28, 22.70, 5, 19, 4.18
10 / 22 / 2021 16: 06: 08, 684.03, scale053.txt, -4320.00, 450.00, 0.06, 16, 22.80, 5, 19, 4.18
10 / 22 / 2021 16: 06: 09, 684.78, scale053.txt, -4320.00, 429.00, 0.06, 16, 21.51, 5, 19, 4.18
10 / 22 / 2021 16: 06: 09, 685.53, scale053.txt, -4320.00, 409.00, 0.06, 21, 20.81, 5, 19, 4.16
10 / 22 / 2021 16: 06: 10, 686.28, scale053.txt, -4320.00, 429.00, 0.06, 27, 21.67, 5, 19, 4.17
10 / 22 / 2021 16: 06: 11, 687.03, scale053.txt, -4320.00, 450.00, 0.06, 29, 22.11, 5, 19, 4.18
10 / 22 / 2021 16: 06: 12, 687.78, scale053.txt, -4320.00, 409.00, 0.06, 31, 20.21, 5, 19, 4.18
10 / 22 / 2021 16: 06: 12, 688.53, scale053.txt, -4320.00, 429.00, 0.06, 20, 21.34, 5, 19, 4.18
10 / 22 / 2021 16: 06: 13, 689.28, scale053.txt, -4320.00, 409.00, 0.00, 12, 20.59, 5, 19, 4.18
10 / 22 / 2021 16: 06: 14, 690.03, scale053.txt, -4320.00, 409.00, 0.00, 9, 20.86, 5, 19, 4.18
10 / 22 / 2021 16: 06: 15, 690.78, scale053.txt, -4320.00, 429.00, 0.00, 11, 21.49, 5, 19, 4.18
10 / 22 / 2021 16: 06: 15, 691.53, scale053.txt, -4320.00, 429.00, 0.00, 11, 21.30, 5, 19, 4.18
10 / 22 / 2021 16: 06: 16, 692.28, scale053.txt, -4320.00, 409.00, 0.13, 17, 20.56, 5, 19, 4.18
10 / 22 / 2021 16: 06: 17, 693.03, scale053.txt, -4320.00, 429.00, 0.00, 19, 21.77, 5, 19, 4.18
10 / 22 / 2021 16: 06: 18, 693.78, scale053.txt, -4320.00, 429.00, 0.00, 13, 21.09, 5, 19, 4.18
10 / 22 / 2021 16: 06: 18, 694.52, scale053.txt, -4320.00, 409.00, 0.00, 7, 20.90, 5, 19, 4.18
10 / 22 / 2021 16: 06: 19, 695.28, scale053.txt, -4320.00, 409.00, 0.00, 17, 20.62, 5, 19, 4.18
10 / 22 / 2021 16: 06: 20, 696.03, scale053.txt, -4320.00, 429.00, 0.26, 52, 21.48, 5, 19, 4.18
10 / 22 / 2021 16: 06: 21, 696.78, scale053.txt, -4320.00, 491.00, 0.19, 42, 24.51, 5, 19, 4.18
10 / 22 / 2021 16: 06: 21, 697.54, scale053.txt, -4320.00, 532.00, 0.38, 114, 26.02, 5, 19, 4.18
10 / 22 / 2021 16: 06: 22, 698.29, scale053.txt, -4320.00, 552.00, 0.32, 65, 27.91, 5, 19, 4.18
10 / 22 / 2021 16: 06: 23, 699.04, scale053.txt, -4320.00, 552.00, 0.38, 42, 27.33, 5, 19, 4.18
10 / 22 / 2021 16: 06: 24, 699.79, scale053.txt, -4320.00, 511.00, 0.51, 43, 25.62, 5, 19, 4.18
10 / 22 / 2021 16: 06: 24, 700.55, scale053.txt, -4320.00, 573.00, 0.96, 130, 28.06, 5, 19, 4.18
10 / 22 / 2021 16: 06: 25, 701.30, scale053.txt, -4320.00, 552.00, 0.70, 43, 27.50, 5, 19, 4.18
10 / 22 / 2021 16: 06: 26, 702.05, scale053.txt, -4320.00, 0.00, 1.47, 192, 0.00, 5, 19, 4.18
10 / 22 / 2021 16: 06: 27, 702.90, scale053.txt, -4320.00, 0.00, 1.54, 196, 0.00, 5, 20, 4.18
10 / 22 / 2021 16: 06: 28, 703.66, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 5, 20, 4.18
10 / 22 / 2021 16: 06: 28, 704.41, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.08, 5, 20, 4.18
10 / 22 / 2021 16: 06: 29, 705.16, scale053.txt, -4320.00, 0.00, 1.60, 198, 0.08, 5, 20, 4.18
10 / 22 / 2021 16: 06: 30, 705.92, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.04, 5, 20, 4.18
10 / 22 / 2021 16: 06: 31, 706.67, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.00, 5, 20, 4.18
10 / 22 / 2021 16: 06: 31, 707.42, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 5, 20, 4.18
10 / 22 / 2021 16: 06: 32, 708.18, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 5, 20, 4.18
10 / 22 / 2021 16: 06: 33, 708.93, scale053.txt, -4320.00, 368.00, 1.60, 196, 18.80, 5, 20, 4.18
10 / 22 / 2021 16: 06: 34, 709.68, scale053.txt, -4320.00, 429.00, 1.60, 199, 21.98, 5, 20, 4.18
10 / 22 / 2021 16: 06: 34, 710.43, scale053.txt, -4320.00, 491.00, 1.60, 198, 24.11, 5, 20, 4.18
10 / 22 / 2021 16: 06: 35, 711.18, scale053.txt, -4320.00, 511.00, 1.60, 193, 25.91, 5, 20, 4.18
10 / 22 / 2021 16: 06: 36, 711.94, scale053.txt, -4320.00, 491.00, 1.60, 194, 24.61, 5, 20, 4.18
10 / 22 / 2021 16: 06: 37, 712.69, scale053.txt, -4320.00, 491.00, 1.60, 195, 24.71, 5, 20, 4.18
10 / 22 / 2021 16: 06: 37, 713.45, scale053.txt, -4320.00, 450.00, 1.60, 196, 22.98, 5, 20, 4.18
10 / 22 / 2021 16: 06: 38, 714.20, scale053.txt, -4320.00, 450.00, 1.60, 195, 22.48, 5, 20, 4.18
10 / 22 / 2021 16: 06: 39, 714.95, scale053.txt, -4320.00, 491.00, 1.60, 196, 24.16, 5, 20, 4.18
10 / 22 / 2021 16: 06: 40, 715.71, scale053.txt, -4320.00, 429.00, 1.60, 191, 21.29, 5, 20, 4.18
10 / 22 / 2021 16: 06: 40, 716.46, scale053.txt, -4320.00, 429.00, 1.60, 193, 21.77, 5, 20, 4.18
10 / 22 / 2021 16: 06: 41, 717.21, scale053.txt, -4320.00, 450.00, 1.60, 197, 22.71, 5, 20, 4.18
10 / 22 / 2021 16: 06: 42, 717.96, scale053.txt, -4320.00, 409.00, 1.60, 192, 20.08, 5, 20, 4.18
10 / 22 / 2021 16: 06: 43, 718.71, scale053.txt, -4320.00, 368.00, 1.60, 193, 18.12, 5, 20, 4.18
10 / 22 / 2021 16: 06: 43, 719.47, scale053.txt, -4320.00, 348.00, 1.60, 192, 17.62, 5, 20, 4.17
10 / 22 / 2021 16: 06: 44, 720.22, scale053.txt, -4320.00, 409.00, 1.60, 195, 20.56, 5, 20, 4.18
10 / 22 / 2021 16: 06: 45, 720.98, scale053.txt, -4320.00, 429.00, 1.60, 192, 21.07, 5, 20, 4.18
10 / 22 / 2021 16: 06: 46, 721.73, scale053.txt, -4320.00, 368.00, 1.60, 197, 18.98, 5, 20, 4.18
10 / 22 / 2021 16: 06: 46, 722.48, scale053.txt, -4320.00, 470.00, 1.60, 197, 23.60, 5, 20, 4.18
10 / 22 / 2021 16: 06: 47, 723.24, scale053.txt, -4320.00, 450.00, 1.60, 195, 22.97, 5, 20, 4.18
10 / 22 / 2021 16: 06: 48, 723.99, scale053.txt, -4320.00, 368.00, 1.60, 198, 18.15, 5, 20, 4.18
10 / 22 / 2021 16: 06: 49, 724.75, scale053.txt, -4320.00, 511.00, 1.60, 199, 25.99, 5, 20, 4.18
10 / 22 / 2021 16: 06: 49, 725.51, scale053.txt, -4320.00, 450.00, 1.60, 193, 22.86, 5, 20, 4.18
10 / 22 / 2021 16: 06: 50, 726.26, scale053.txt, -4320.00, 429.00, 1.60, 194, 21.98, 5, 20, 4.18
10 / 22 / 2021 16: 06: 51, 727.02, scale053.txt, -4320.00, 470.00, 1.60, 200, 23.41, 5, 20, 4.18
10 / 22 / 2021 16: 06: 52, 727.77, scale053.txt, -4320.00, 552.00, 1.60, 198, 27.29, 5, 20, 4.18
10 / 22 / 2021 16: 06: 52, 728.53, scale053.txt, -4320.00, 552.00, 1.60, 193, 27.37, 5, 20, 4.18
10 / 22 / 2021 16: 06: 53, 729.28, scale053.txt, -4320.00, 552.00, 1.60, 192, 27.63, 5, 20, 4.18
10 / 22 / 2021 16: 06: 54, 730.03, scale053.txt, -4320.00, 593.00, 1.54, 198, 29.54, 5, 20, 4.18
10 / 22 / 2021 16: 06: 55, 730.78, scale053.txt, -4320.00, 552.00, 1.54, 195, 27.28, 5, 20, 4.18
10 / 22 / 2021 16: 06: 55, 731.54, scale053.txt, -4320.00, 552.00, 1.41, 179, 27.58, 5, 20, 4.18
10 / 22 / 2021 16: 06: 56, 732.30, scale053.txt, -4320.00, 573.00, 1.54, 193, 28.39, 5, 20, 4.18
10 / 22 / 2021 16: 06: 57, 733.15, scale053.txt, -4320.00, 552.00, 1.60, 198, 27.15, 5, 21, 4.18
10 / 22 / 2021 16: 06: 58, 733.90, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 06: 58, 734.66, scale053.txt, -4320.00, 0.00, 1.60, 198, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 06: 59, 735.41, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 00, 736.16, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 01, 736.91, scale053.txt, -4320.00, 0.00, 1.60, 191, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 02, 737.67, scale053.txt, -4320.00, 0.00, 1.22, 186, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 02, 738.42, scale053.txt, -4320.00, 40.00, 1.54, 193, 2.12, 5, 21, 4.18
10 / 22 / 2021 16: 07: 03, 739.17, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 04, 739.92, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 05, 740.68, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 5, 21, 4.17
10 / 22 / 2021 16: 07: 05, 741.43, scale053.txt, -4320.00, 0.00, 1.60, 191, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 06, 742.18, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 07, 742.93, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 08, 743.69, scale053.txt, -4320.00, 0.00, 1.60, 189, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 08, 744.44, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 09, 745.19, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 10, 745.94, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 11, 746.69, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 5, 21, 4.18
